"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","INEXPERIENCED_FTE","INEXPERIENCED_FTE_PCT"
"2017-18","State Charter Schools- Dubois Integrity Academy I","Dubois Integrity Academy I","Leaders","Low Poverty",1,1,100
"2017-18","State Charter Schools- Dubois Integrity Academy I","Dubois Integrity Academy I","Teachers","Low Poverty",44,44,100
"2017-18","State Charter Schools- Dubois Integrity Academy I","Dubois Integrity Academy I","Teachers","Total",44,44,100
"2017-18","State Charter Schools- Dubois Integrity Academy I","State Charter Schools- Dubois Integrity Academy I- All Schools","Leaders","Low Poverty",1,1,100
"2017-18","State Charter Schools- Dubois Integrity Academy I","State Charter Schools- Dubois Integrity Academy I- All Schools","Leaders","Total",1,1,100
"2017-18","State Charter Schools- Dubois Integrity Academy I","State Charter Schools- Dubois Integrity Academy I- All Schools","Teachers","Low Poverty",44,44,100
"2017-18","State Charter Schools- Dubois Integrity Academy I","State Charter Schools- Dubois Integrity Academy I- All Schools","Teachers","Total",44,44,100
"2017-18","State Charter Schools- Foothills Charter High School (Madison Campus)","Foothills Charter High School (Madison Campus)","Leaders","Low Poverty",0.2,0.2,100
"2017-18","State Charter Schools- Foothills Charter High School (Madison Campus)","Foothills Charter High School (Madison Campus)","Teachers","Low Poverty",50.4,50.4,100
"2017-18","State Charter Schools- Foothills Charter High School (Madison Campus)","Foothills Charter High School (Madison Campus)","Teachers","Total",50.4,50.4,100
"2017-18","State Charter Schools- Foothills Charter High School (Madison Campus)","State Charter Schools- Foothills Charter High School (Madison Campus)- All Schools","Leaders","Low Poverty",0.2,0.2,100
"2017-18","State Charter Schools- Foothills Charter High School (Madison Campus)","State Charter Schools- Foothills Charter High School (Madison Campus)- All Schools","Leaders","Total",0.2,0.2,100
"2017-18","State Charter Schools- Foothills Charter High School (Madison Campus)","State Charter Schools- Foothills Charter High School (Madison Campus)- All Schools","Teachers","Low Poverty",50.4,50.4,100
"2017-18","State Charter Schools- Foothills Charter High School (Madison Campus)","State Charter Schools- Foothills Charter High School (Madison Campus)- All Schools","Teachers","Total",50.4,50.4,100
"2017-18","State Charter Schools- Georgia Connections Academy","Georgia Connections Academy","Leaders","Low Poverty",3.8,0,0
"2017-18","State Charter Schools- Georgia Connections Academy","Georgia Connections Academy","Teachers","Low Poverty",122.7,54,44
"2017-18","State Charter Schools- Georgia Connections Academy","Georgia Connections Academy","Teachers","Total",122.7,54,44
"2017-18","State Charter Schools- Georgia Connections Academy","State Charter Schools- Georgia Connections Academy- All Schools","Leaders","Low Poverty",3.8,0,0
"2017-18","State Charter Schools- Georgia Connections Academy","State Charter Schools- Georgia Connections Academy- All Schools","Leaders","Total",3.8,0,0
"2017-18","State Charter Schools- Georgia Connections Academy","State Charter Schools- Georgia Connections Academy- All Schools","Teachers","Low Poverty",122.5,54,44
"2017-18","State Charter Schools- Georgia Connections Academy","State Charter Schools- Georgia Connections Academy- All Schools","Teachers","Total",122.5,54,44
"2017-18","State Charter Schools- Georgia Cyber Academy","Georgia Cyber Academy","Leaders","Not Applicable",11,7,64
"2017-18","State Charter Schools- Georgia Cyber Academy","Georgia Cyber Academy","Teachers","Total",438,302,69
"2017-18","State Charter Schools- Georgia Cyber Academy","State Charter Schools- Georgia Cyber Academy- All Schools","Leaders","Total",11,7,64
"2017-18","State Charter Schools- Georgia Cyber Academy","State Charter Schools- Georgia Cyber Academy- All Schools","Teachers","Total",438,302,69
"2017-18","State Charter Schools- Georgia School for Innovation and the Classics","Georgia School for Innovation and the Classics","Leaders","Low Poverty",2.5,2.5,100
"2017-18","State Charter Schools- Georgia School for Innovation and the Classics","Georgia School for Innovation and the Classics","Teachers","Low Poverty",48,48,100
"2017-18","State Charter Schools- Georgia School for Innovation and the Classics","Georgia School for Innovation and the Classics","Teachers","Total",48,48,100
"2017-18","State Charter Schools- Georgia School for Innovation and the Classics","State Charter Schools- Georgia School for Innovation and the Classics- All Schools","Leaders","Low Poverty",2.5,2.5,100
"2017-18","State Charter Schools- Georgia School for Innovation and the Classics","State Charter Schools- Georgia School for Innovation and the Classics- All Schools","Leaders","Total",2.5,2.5,100
"2017-18","State Charter Schools- Georgia School for Innovation and the Classics","State Charter Schools- Georgia School for Innovation and the Classics- All Schools","Teachers","Low Poverty",48,48,100
"2017-18","State Charter Schools- Georgia School for Innovation and the Classics","State Charter Schools- Georgia School for Innovation and the Classics- All Schools","Teachers","Total",48,48,100
"2017-18","State Charter Schools- International Charter School of Atlanta","International Charter School of Atlanta","Leaders","Low Poverty",2.7,2.7,100
"2017-18","State Charter Schools- International Charter School of Atlanta","International Charter School of Atlanta","Teachers","Low Poverty",45,45,100
"2017-18","State Charter Schools- International Charter School of Atlanta","International Charter School of Atlanta","Teachers","Total",45,45,100
"2017-18","State Charter Schools- International Charter School of Atlanta","State Charter Schools- International Charter School of Atlanta- All Schools","Leaders","Low Poverty",2.7,2.7,100
"2017-18","State Charter Schools- International Charter School of Atlanta","State Charter Schools- International Charter School of Atlanta- All Schools","Leaders","Total",2.7,2.7,100
"2017-18","State Charter Schools- International Charter School of Atlanta","State Charter Schools- International Charter School of Atlanta- All Schools","Teachers","Low Poverty",45,45,100
"2017-18","State Charter Schools- International Charter School of Atlanta","State Charter Schools- International Charter School of Atlanta- All Schools","Teachers","Total",45,45,100
"2017-18","State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School","Ivy Prep Academy at Kirkwood for Girls School","Leaders","Not Applicable",2,2,100
"2017-18","State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School","Ivy Prep Academy at Kirkwood for Girls School","Teachers","Total",37.5,35.5,95
"2017-18","State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School","State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School- All Schools","Leaders","Total",2,2,100
"2017-18","State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School","State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School- All Schools","Teachers","Total",37.5,35.5,95
"2017-18","State Charter Schools- Mountain Education Center School","Mountain Education Center School","Leaders","Not Applicable",0.5,0.5,100
"2017-18","State Charter Schools- Mountain Education Center School","Mountain Education Center School","Teachers","Total",83.8,46.5,55
"2017-18","State Charter Schools- Mountain Education Center School","State Charter Schools- Mountain Education Center School- All Schools","Leaders","Total",0.5,0.5,100
"2017-18","State Charter Schools- Mountain Education Center School","State Charter Schools- Mountain Education Center School- All Schools","Teachers","Total",83.6,45.7,55
"2017-18","State Charter Schools- Odyssey School","Odyssey School","Leaders","Low Poverty",1,1,100
"2017-18","State Charter Schools- Odyssey School","Odyssey School","Teachers","Low Poverty",32,25,78
"2017-18","State Charter Schools- Odyssey School","Odyssey School","Teachers","Total",32,25,78
"2017-18","State Charter Schools- Odyssey School","State Charter Schools- Odyssey School- All Schools","Leaders","Low Poverty",1,1,100
"2017-18","State Charter Schools- Odyssey School","State Charter Schools- Odyssey School- All Schools","Leaders","Total",1,1,100
"2017-18","State Charter Schools- Odyssey School","State Charter Schools- Odyssey School- All Schools","Teachers","Low Poverty",32,25,78
"2017-18","State Charter Schools- Odyssey School","State Charter Schools- Odyssey School- All Schools","Teachers","Total",32,25,78
"2017-18","State Charter Schools- Provost Academy Georgia","Provost Academy Georgia","Leaders","Low Poverty",5.5,4.5,82
"2017-18","State Charter Schools- Provost Academy Georgia","Provost Academy Georgia","Teachers","Low Poverty",79,78,99
"2017-18","State Charter Schools- Provost Academy Georgia","Provost Academy Georgia","Teachers","Total",79,78,99
"2017-18","State Charter Schools- Provost Academy Georgia","State Charter Schools- Provost Academy Georgia- All Schools","Leaders","Low Poverty",5.5,4.5,82
"2017-18","State Charter Schools- Provost Academy Georgia","State Charter Schools- Provost Academy Georgia- All Schools","Leaders","Total",5.5,4.5,82
"2017-18","State Charter Schools- Provost Academy Georgia","State Charter Schools- Provost Academy Georgia- All Schools","Teachers","Low Poverty",79,78,99
"2017-18","State Charter Schools- Provost Academy Georgia","State Charter Schools- Provost Academy Georgia- All Schools","Teachers","Total",79,78,99
"2017-18","State Charter Schools- Scintilla Charter Academy","Scintilla Charter Academy","Leaders","Not Applicable",0.5,0.5,100
"2017-18","State Charter Schools- Scintilla Charter Academy","Scintilla Charter Academy","Teachers","Total",32,32,100
"2017-18","State Charter Schools- Scintilla Charter Academy","State Charter Schools- Scintilla Charter Academy- All Schools","Leaders","Total",0.5,0.5,100
"2017-18","State Charter Schools- Scintilla Charter Academy","State Charter Schools- Scintilla Charter Academy- All Schools","Teachers","Total",32,32,100
"2017-18","State Charter Schools- Utopian Academy for the Arts Charter School","State Charter Schools- Utopian Academy for the Arts Charter School- All Schools","Leaders","High Poverty",1,1,100
"2017-18","State Charter Schools- Utopian Academy for the Arts Charter School","State Charter Schools- Utopian Academy for the Arts Charter School- All Schools","Leaders","Total",1,1,100
"2017-18","State Charter Schools- Utopian Academy for the Arts Charter School","State Charter Schools- Utopian Academy for the Arts Charter School- All Schools","Teachers","High Poverty",21.5,18.5,86
"2017-18","State Charter Schools- Utopian Academy for the Arts Charter School","State Charter Schools- Utopian Academy for the Arts Charter School- All Schools","Teachers","Total",21.5,18.5,86
"2017-18","State Charter Schools- Utopian Academy for the Arts Charter School","Utopian Academy for the Arts Charter School","Leaders","High Poverty",1,1,100
"2017-18","State Charter Schools- Utopian Academy for the Arts Charter School","Utopian Academy for the Arts Charter School","Teachers","High Poverty",21.5,19,88
"2017-18","State Charter Schools- Utopian Academy for the Arts Charter School","Utopian Academy for the Arts Charter School","Teachers","Total",21.5,19,88
"2017-18","State Schools- Atlanta Area School for the Deaf","Atlanta Area School for the Deaf","Leaders","Not Applicable",1,0,0
"2017-18","State Schools- Atlanta Area School for the Deaf","Atlanta Area School for the Deaf","Teachers","Total",42,16,38
"2017-18","State Schools- Atlanta Area School for the Deaf","State Schools- Atlanta Area School for the Deaf- All Schools","Leaders","Total",1,0,0
"2017-18","State Schools- Atlanta Area School for the Deaf","State Schools- Atlanta Area School for the Deaf- All Schools","Teachers","Total",42,16,38
"2017-18","State Schools- Georgia Academy for the Blind","Georgia Academy for the Blind","Leaders","Not Applicable",2,1,50
"2017-18","State Schools- Georgia Academy for the Blind","Georgia Academy for the Blind","Teachers","Total",30.5,7.5,25
"2017-18","State Schools- Georgia Academy for the Blind","State Schools- Georgia Academy for the Blind- All Schools","Leaders","Total",2,1,50
"2017-18","State Schools- Georgia Academy for the Blind","State Schools- Georgia Academy for the Blind- All Schools","Teachers","Total",30.5,7.5,25
"2017-18","State Schools- Georgia School for the Deaf","Georgia School for the Deaf","Leaders","Not Applicable",2,1,50
"2017-18","State Schools- Georgia School for the Deaf","Georgia School for the Deaf","Teachers","Total",24,5,21
"2017-18","State Schools- Georgia School for the Deaf","State Schools- Georgia School for the Deaf- All Schools","Leaders","Total",2,1,50
"2017-18","State Schools- Georgia School for the Deaf","State Schools- Georgia School for the Deaf- All Schools","Teachers","Total",23,5,22
"2017-18","State of Georgia","All Georgia Schools","Leaders","High Poverty",1373.5,548.5,40
"2017-18","State of Georgia","All Georgia Schools","Leaders","Low Poverty",1752.9,546.2,31
"2017-18","State of Georgia","All Georgia Schools","Leaders","Total",6256.7,2285.2,37
"2017-18","State of Georgia","All Georgia Schools","Teachers","High Poverty",25310.4,8998.7,36
"2017-18","State of Georgia","All Georgia Schools","Teachers","Low Poverty",36087.8,8445.8,23
"2017-18","State of Georgia","All Georgia Schools","Teachers","Total",118009.1,33781.4,29
"2017-18","Stephens County","Big A Elementary School","Leaders","Not Applicable",2,2,100
"2017-18","Stephens County","Big A Elementary School","Teachers","Total",35.1,18.1,52
"2017-18","Stephens County","Liberty Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Stephens County","Liberty Elementary School","Teachers","Total",42.8,16.8,39
"2017-18","Stephens County","Stephens County Fifth Grade Academy","Leaders","Not Applicable",1,0,0
"2017-18","Stephens County","Stephens County Fifth Grade Academy","Teachers","Total",30.5,13.9,45
"2017-18","Stephens County","Stephens County High School","Leaders","Not Applicable",3.5,3.5,100
"2017-18","Stephens County","Stephens County High School","Teachers","Total",81.7,40.2,49
